8850.00 0.0000
8900.00 0.0002
8950.00 0.0010
9000.00 0.0039
9050.00 0.0131
9100.00 0.0362
9150.00 0.0834
9200.00 0.1613
9250.00 0.2657
9300.00 0.3793
9350.00 0.4795
9400.00 0.5506
9450.00 0.5916
9500.00 0.6105
9550.00 0.6174
9600.00 0.6195
9650.00 0.6194
9700.00 0.6191
9750.00 0.6183
9800.00 0.6178
9850.00 0.6170
9900.00 0.6161
9950.00 0.6156
10000.00 0.6149
10050.00 0.6145
10100.00 0.6142
10150.00 0.6139
10200.00 0.6136
10250.00 0.6133
10300.00 0.6131
10350.00 0.6125
10400.00 0.6124
10450.00 0.6123
10500.00 0.6123
10550.00 0.6123
10600.00 0.6124
10650.00 0.6125
10700.00 0.6126
10750.00 0.6128
10800.00 0.6130
10850.00 0.6135
10900.00 0.6137
10950.00 0.6139
11000.00 0.6143
11050.00 0.6140
11100.00 0.6140
11150.00 0.6143
11200.00 0.6146
11250.00 0.6145
11300.00 0.6148
11350.00 0.6150
11400.00 0.6151
11450.00 0.6150
11500.00 0.6148
11550.00 0.6134
11600.00 0.6093
11650.00 0.6003
11700.00 0.5815
11750.00 0.5487
11800.00 0.4977
11850.00 0.4281
11900.00 0.3449
11950.00 0.2572
12000.00 0.1757
12050.00 0.1091
12100.00 0.0613
12150.00 0.0309
12200.00 0.0139
12250.00 0.0056
12300.00 0.0020
12350.00 0.0006
12400.00 0.0002
12450.00 0.0000
