10800.00 0.0000
10850.00 0.0002
10900.00 0.0006
10950.00 0.0020
11000.00 0.0059
11050.00 0.0152
11100.00 0.0346
11150.00 0.0697
11200.00 0.1248
11250.00 0.1998
11300.00 0.2889
11350.00 0.3805
11400.00 0.4624
11450.00 0.5259
11500.00 0.5691
11550.00 0.5943
11600.00 0.6073
11650.00 0.6135
11700.00 0.6160
11750.00 0.6173
11800.00 0.6182
11850.00 0.6186
11900.00 0.6193
11950.00 0.6200
12000.00 0.6204
12050.00 0.6208
12100.00 0.6216
12150.00 0.6224
12200.00 0.6228
12250.00 0.6235
12300.00 0.6243
12350.00 0.6248
12400.00 0.6252
12450.00 0.6258
12500.00 0.6259
12550.00 0.6261
12600.00 0.6262
12650.00 0.6260
12700.00 0.6258
12750.00 0.6258
12800.00 0.6257
12850.00 0.6253
12900.00 0.6252
12950.00 0.6251
13000.00 0.6250
13050.00 0.6253
13100.00 0.6253
13150.00 0.6257
13200.00 0.6261
13250.00 0.6262
13300.00 0.6267
13350.00 0.6273
13400.00 0.6276
13450.00 0.6282
13500.00 0.6288
13550.00 0.6293
13600.00 0.6301
13650.00 0.6306
13700.00 0.6314
13750.00 0.6322
13800.00 0.6327
13850.00 0.6336
13900.00 0.6341
13950.00 0.6343
14000.00 0.6343
14050.00 0.6333
14100.00 0.6313
14150.00 0.6272
14200.00 0.6198
14250.00 0.6068
14300.00 0.5847
14350.00 0.5515
14400.00 0.5050
14450.00 0.4456
14500.00 0.3767
14550.00 0.3029
14600.00 0.2303
14650.00 0.1647
14700.00 0.1104
14750.00 0.0692
14800.00 0.0403
14850.00 0.0218
14900.00 0.0110
14950.00 0.0051
15000.00 0.0022
15050.00 0.0009
15100.00 0.0003
15150.00 0.0001
