4600.00 0.0001
4650.00 0.0011
4700.00 0.0115
4750.00 0.0571
4800.00 0.1523
4850.00 0.2449
4900.00 0.2864
4950.00 0.2935
5000.00 0.2927
5050.00 0.2934
5100.00 0.2959
5150.00 0.3000
5200.00 0.3056
5250.00 0.3127
5300.00 0.3207
5350.00 0.3298
5400.00 0.3397
5450.00 0.3499
5500.00 0.3609
5550.00 0.3722
5600.00 0.3845
5650.00 0.3974
5700.00 0.4105
5750.00 0.4237
5800.00 0.4366
5850.00 0.4489
5900.00 0.4604
5950.00 0.4706
6000.00 0.4793
6050.00 0.4859
6100.00 0.4915
6150.00 0.4960
6200.00 0.4997
6250.00 0.5030
6300.00 0.5067
6350.00 0.5098
6400.00 0.5121
6450.00 0.5139
6500.00 0.5148
6550.00 0.5150
6600.00 0.5142
6650.00 0.5134
6700.00 0.5122
6750.00 0.5112
6800.00 0.5114
6850.00 0.5117
6900.00 0.5121
6950.00 0.5123
7000.00 0.5121
7050.00 0.5111
7100.00 0.5097
7150.00 0.5084
7200.00 0.5073
7250.00 0.5068
7300.00 0.5065
7350.00 0.5053
7400.00 0.5010
7450.00 0.4858
7500.00 0.4453
7550.00 0.3693
7600.00 0.2623
7650.00 0.1527
7700.00 0.0703
7750.00 0.0250
7800.00 0.0067
7850.00 0.0013
7900.00 0.0002
7950.00 0.0000
