16100.00 0.0001
16150.00 0.0002
16200.00 0.0004
16250.00 0.0010
16300.00 0.0022
16350.00 0.0045
16400.00 0.0089
16450.00 0.0165
16500.00 0.0288
16550.00 0.0477
16600.00 0.0747
16650.00 0.1111
16700.00 0.1569
16750.00 0.2111
16800.00 0.2710
16850.00 0.3336
16900.00 0.3945
16950.00 0.4502
17000.00 0.4983
17050.00 0.5371
17100.00 0.5666
17150.00 0.5876
17200.00 0.6019
17250.00 0.6108
17300.00 0.6160
17350.00 0.6192
17400.00 0.6209
17450.00 0.6216
17500.00 0.6223
17550.00 0.6220
17600.00 0.6220
17650.00 0.6215
17700.00 0.6209
17750.00 0.6202
17800.00 0.6196
17850.00 0.6193
17900.00 0.6187
17950.00 0.6183
18000.00 0.6176
18050.00 0.6172
18100.00 0.6173
18150.00 0.6170
18200.00 0.6174
18250.00 0.6177
18300.00 0.6181
18350.00 0.6184
18400.00 0.6188
18450.00 0.6192
18500.00 0.6195
18550.00 0.6198
18600.00 0.6202
18650.00 0.6208
18700.00 0.6211
18750.00 0.6217
18800.00 0.6219
18850.00 0.6221
18900.00 0.6219
18950.00 0.6220
19000.00 0.6220
19050.00 0.6218
19100.00 0.6219
19150.00 0.6215
19200.00 0.6211
19250.00 0.6208
19300.00 0.6199
19350.00 0.6190
19400.00 0.6173
19450.00 0.6151
19500.00 0.6108
19550.00 0.6041
19600.00 0.5937
19650.00 0.5786
19700.00 0.5584
19750.00 0.5316
19800.00 0.4980
19850.00 0.4579
19900.00 0.4120
19950.00 0.3619
20000.00 0.3096
20050.00 0.2572
20100.00 0.2071
20150.00 0.1615
20200.00 0.1216
20250.00 0.0884
20300.00 0.0619
20350.00 0.0418
20400.00 0.0271
20450.00 0.0169
20500.00 0.0101
20550.00 0.0058
20600.00 0.0032
20650.00 0.0017
20700.00 0.0009
20750.00 0.0004
20800.00 0.0002
20850.00 0.0001
